county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Contra Costa County,2020-06-16,568,442,0,0,0
Del Norte County,2020-06-16,25,25,0,0,0
El Dorado County,2020-06-16,46,26,0,0,0
Fresno County,2020-06-16,305,250,28,28,0
Glenn County,2020-06-16,1,1,0,0,0
Humboldt County,2020-06-16,74,52,15,7,0
Imperial County,2020-06-16,126,108,37,10,0
Inyo County,2020-06-16,10,1,0,0,0
Kern County,2020-06-16,20,20,15,15,0
Kings County,2020-06-16,43,42,0,0,0
Lake County,2020-06-16,15,9,0,0,0
Lassen County,2020-06-16,3,3,0,0,0
Los Angeles County,2020-06-16,4320,3491,651,651,0
Madera County ,2020-06-16,17,17,0,0,0
Marin County ,2020-06-16,200,127,44,7,0
Mariposa County,2020-06-16,44,10,0,0,0
Mendocino County,2020-06-16,177,139,0,0,0
Merced County,2020-06-16,112,74,0,0,0
Modoc County,2020-06-16,2,1,0,0,0
Mono County,2020-06-16,5,0,0,0,0
Monterey County,2020-06-16,142,98,108,15,8
Napa County ,2020-06-16,119,50,18,12,0
Nevada County ,2020-06-16,70,10,0,0,0
Orange County,2020-06-16,666,522,78,78,0
Placer County,2020-06-16,73,44,12,12,0
Plumas County,2020-06-16,7,7,0,0,0
Riverside County,2020-06-16,374,374,15,15,0
Sacramento County,2020-06-16,525,417,63,63,0
San Benito County,2020-06-16,97,88,3,3,0
San Bernardino County,2020-06-16,50,37,20,0,20
San Diego County,2020-06-16,1617,238,44,44,0
San Francisco,2020-06-16,2412,1305,91,91,0
San Joaquin County,2020-06-16,76,66,8,8,0
San Luis Obispo County,2020-06-16,155,0,14,14,0
San Mateo County,2020-06-16,165,165,0,0,0
Santa Barbara County,2020-06-16,117,108,0,0,0
Santa Clara County,2020-06-16,674,456,105,105,0
Santa Cruz County,2020-06-16,149,129,35,0,5
Shasta County,2020-06-16,35,27,0,0,0
Sierra County,2020-06-16,0,0,0,0,0
Siskiyou County,2020-06-16,0,0,6,6,0
Solano County,2020-06-16,223,140,0,0,0
Sonoma County,2020-06-16,157,52,0,0,0
Stanislaus County,2020-06-16,128,91,0,0,0
Sutter County,2020-06-16,20,20,5,5,0
Tehama County,2020-06-16,0,0,5,5,0
Trinity County,2020-06-16,10,0,0,0,0
Tulare County,2020-06-16,113,78,0,0,0
Tuolumne County,2020-06-16,50,34,0,0,0
Ventura County,2020-06-16,388,299,0,0,0
Yolo County,2020-06-16,227,193,0,0,0
Yuba County,2020-06-16,18,11,5,5,0
Wilton Rancheria Tribe,2020-06-16,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-16,0,0,5,5,0
Alameda County,2020-06-17,652,426,91,91,0
Alpine County,2020-06-17,0,0,0,0,0
Amador County,2020-06-17,0,0,0,0,0
Butte County,2020-06-17,122,122,0,0,0
Calaveras County,2020-06-17,73,31,0,0,0
Colusa County,2020-06-17,0,0,0,0,0
Contra Costa County,2020-06-17,567,443,0,0,0
Del Norte County,2020-06-17,25,25,0,0,0
El Dorado County,2020-06-17,46,26,0,0,0
Fresno County,2020-06-17,305,250,28,28,0
Glenn County,2020-06-17,1,1,0,0,0
Humboldt County,2020-06-17,74,52,15,7,0
Imperial County,2020-06-17,126,109,37,10,0
Inyo County,2020-06-17,10,1,0,0,0
Kern County,2020-06-17,21,21,15,15,0
Kings County,2020-06-17,43,42,0,0,0
Lake County,2020-06-17,15,9,0,0,0
Lassen County,2020-06-17,4,4,0,0,0
Los Angeles County,2020-06-17,4320,3503,651,651,0
Madera County ,2020-06-17,17,17,0,0,0
Marin County ,2020-06-17,200,117,44,7,0
Mariposa County,2020-06-17,44,8,0,0,0
Mendocino County,2020-06-17,171,132,0,0,0
Merced County,2020-06-17,112,74,0,0,0
Modoc County,2020-06-17,2,1,0,0,0
Mono County,2020-06-17,5,0,0,0,0
Monterey County,2020-06-17,142,98,108,15,8
Napa County ,2020-06-17,119,52,18,12,0
Nevada County ,2020-06-17,70,10,0,0,0
Orange County,2020-06-17,666,522,78,78,0
Placer County,2020-06-17,73,44,12,12,0
Plumas County,2020-06-17,7,7,0,0,0
Riverside County,2020-06-17,375,375,15,15,0
Sacramento County,2020-06-17,525,444,63,63,0
San Benito County,2020-06-17,97,92,3,3,0
San Bernardino County,2020-06-17,50,37,20,0,20
San Diego County,2020-06-17,1617,232,44,44,0
San Francisco,2020-06-17,2412,1353,91,91,0
San Joaquin County,2020-06-17,76,66,8,8,0
San Luis Obispo County,2020-06-17,155,0,14,14,0
San Mateo County,2020-06-17,166,166,0,0,0
Santa Barbara County,2020-06-17,123,113,0,0,0
Santa Clara County,2020-06-17,674,456,105,105,0
Santa Cruz County,2020-06-17,149,128,35,0,5
Shasta County,2020-06-17,35,27,0,0,0
Sierra County,2020-06-17,0,0,0,0,0
Siskiyou County,2020-06-17,0,0,6,6,0
Solano County,2020-06-17,223,140,0,0,0
Sonoma County,2020-06-17,157,52,0,0,0
Stanislaus County,2020-06-17,128,91,0,0,0
Sutter County,2020-06-17,21,21,5,5,0
Tehama County,2020-06-17,0,0,5,5,0
Trinity County,2020-06-17,10,0,0,0,0
Tulare County,2020-06-17,113,74,0,0,0
Tuolumne County,2020-06-17,50,34,0,0,0
Ventura County,2020-06-17,388,297,0,0,0
Yolo County,2020-06-17,227,193,0,0,0
Yuba County,2020-06-17,18,11,5,5,0
Wilton Rancheria Tribe,2020-06-17,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-17,0,0,5,5,0
Alameda County,2020-06-18,652,426,91,91,0
Alpine County,2020-06-18,0,0,0,0,0
Amador County,2020-06-18,0,0,0,0,0
Butte County,2020-06-18,123,123,0,0,0
Calaveras County,2020-06-18,73,31,0,0,0
Colusa County,2020-06-18,0,0,0,0,0
Contra Costa County,2020-06-18,567,449,0,0,0
Del Norte County,2020-06-18,25,25,0,0,0
El Dorado County,2020-06-18,46,26,0,0,0
Fresno County,2020-06-18,305,250,28,28,0
Glenn County,2020-06-18,1,1,0,0,0
Humboldt County,2020-06-18,74,51,15,7,0
Imperial County,2020-06-18,126,110,37,10,0
Inyo County,2020-06-18,10,1,0,0,0
Kern County,2020-06-18,24,24,15,15,0
Kings County,2020-06-18,43,42,0,0,0
Lake County,2020-06-18,15,9,0,0,0
Lassen County,2020-06-18,4,4,0,0,0
Los Angeles County,2020-06-18,4320,3510,651,651,0
Madera County ,2020-06-18,17,17,0,0,0
Marin County ,2020-06-18,200,126,44,7,0
Mariposa County,2020-06-18,44,6,0,0,0
Mendocino County,2020-06-18,171,132,0,0,0
Merced County,2020-06-18,112,74,0,0,0
Modoc County,2020-06-18,2,1,0,0,0
Mono County,2020-06-18,5,0,0,0,0
Monterey County,2020-06-18,142,98,108,15,8
Napa County ,2020-06-18,119,52,18,12,0
Nevada County ,2020-06-18,70,10,0,0,0
Orange County,2020-06-18,666,538,78,78,0
Placer County,2020-06-18,73,44,12,12,0
Plumas County,2020-06-18,7,7,0,0,0
Riverside County,2020-06-18,372,372,15,15,0
Sacramento County,2020-06-18,525,465,63,63,0
San Benito County,2020-06-18,97,80,3,3,0
San Bernardino County,2020-06-18,50,37,20,0,20
San Diego County,2020-06-18,1617,230,44,44,0
San Francisco,2020-06-18,2412,1383,91,91,0
San Joaquin County,2020-06-18,76,66,8,8,0
San Luis Obispo County,2020-06-18,155,0,14,14,0
San Mateo County,2020-06-18,166,166,0,0,0
Santa Barbara County,2020-06-18,124,115,0,0,0
Santa Clara County,2020-06-18,674,456,105,105,0
Santa Cruz County,2020-06-18,149,129,35,0,5
Shasta County,2020-06-18,35,27,0,0,0
Sierra County,2020-06-18,0,0,0,0,0
Siskiyou County,2020-06-18,0,0,6,6,0
Solano County,2020-06-18,222,144,0,0,0
Sonoma County,2020-06-18,157,52,0,0,0
Stanislaus County,2020-06-18,128,91,0,0,0
Sutter County,2020-06-18,21,21,5,5,0
Tehama County,2020-06-18,0,0,5,5,0
Trinity County,2020-06-18,10,0,0,0,0
Tulare County,2020-06-18,113,74,0,0,0
Tuolumne County,2020-06-18,50,34,0,0,0
Ventura County,2020-06-18,388,283,0,0,0
Yolo County,2020-06-18,227,193,0,0,0
Yuba County,2020-06-18,18,11,5,5,0
Wilton Rancheria Tribe,2020-06-18,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-18,0,0,5,5,0
Alameda County,2020-06-19,652,445,91,91,0
Alpine County,2020-06-19,0,0,0,0,0
Amador County,2020-06-19,0,0,0,0,0
Butte County,2020-06-19,123,123,0,0,0
Calaveras County,2020-06-19,73,30,0,0,0
Colusa County,2020-06-19,0,0,0,0,0
Contra Costa County,2020-06-19,567,446,0,0,0
Del Norte County,2020-06-19,26,26,0,0,0
El Dorado County,2020-06-19,46,30,0,0,0
Fresno County,2020-06-19,305,250,28,28,0
Glenn County,2020-06-19,1,1,0,0,0
Humboldt County,2020-06-19,74,51,15,7,0
Imperial County,2020-06-19,126,110,37,10,0
Inyo County,2020-06-19,10,1,0,0,0
Kern County,2020-06-19,24,24,15,15,0
Kings County,2020-06-19,43,43,0,0,0
Lake County,2020-06-19,15,9,0,0,0
Lassen County,2020-06-19,4,4,0,0,0
Los Angeles County,2020-06-19,4320,3506,651,651,0
Madera County ,2020-06-19,17,17,0,0,0
Marin County ,2020-06-19,200,127,44,7,0
Mariposa County,2020-06-19,44,6,0,0,0
Mendocino County,2020-06-19,171,132,0,0,0
Merced County,2020-06-19,112,74,0,0,0
Modoc County,2020-06-19,2,1,0,0,0
Mono County,2020-06-19,5,0,0,0,0
Monterey County,2020-06-19,142,98,108,15,8
Napa County ,2020-06-19,119,53,18,12,0
Nevada County ,2020-06-19,70,10,0,0,0
Orange County,2020-06-19,666,534,78,78,0
Placer County,2020-06-19,73,44,12,12,0
Plumas County,2020-06-19,5,5,0,0,0
Riverside County,2020-06-19,379,379,15,15,0
Sacramento County,2020-06-19,525,465,63,63,0
San Benito County,2020-06-19,97,81,3,3,0
San Bernardino County,2020-06-19,50,37,20,0,20
San Diego County,2020-06-19,1617,232,44,44,0
San Francisco,2020-06-19,2412,1450,91,91,0
San Joaquin County,2020-06-19,76,66,8,8,0
San Luis Obispo County,2020-06-19,155,0,14,14,0
San Mateo County,2020-06-19,166,166,0,0,0
Santa Barbara County,2020-06-19,128,120,0,0,0
Santa Clara County,2020-06-19,674,456,105,105,0
Santa Cruz County,2020-06-19,149,125,35,0,5
Shasta County,2020-06-19,35,27,0,0,0
Sierra County,2020-06-19,0,0,0,0,0
Siskiyou County,2020-06-19,0,0,6,6,0
Solano County,2020-06-19,222,144,0,0,0
Sonoma County,2020-06-19,157,52,0,0,0
Stanislaus County,2020-06-19,128,93,0,0,0
Sutter County,2020-06-19,21,21,5,5,0
Tehama County,2020-06-19,0,0,5,5,0
Trinity County,2020-06-19,10,0,0,0,0
Tulare County,2020-06-19,113,74,0,0,0
Tuolumne County,2020-06-19,50,34,0,0,0
Ventura County,2020-06-19,388,280,0,0,0
Yolo County,2020-06-19,227,151,0,0,0
Yuba County,2020-06-19,23,11,5,5,0
Wilton Rancheria Tribe,2020-06-19,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-19,0,0,5,5,0
Alameda County,2020-06-22,652,448,91,91,0
Alpine County,2020-06-22,0,0,0,0,0
Amador County,2020-06-22,0,0,0,0,0
Butte County,2020-06-22,123,123,0,0,0
Calaveras County,2020-06-22,73,30,0,0,0
Colusa County,2020-06-22,0,0,0,0,0
Contra Costa County,2020-06-22,566,438,0,0,0
Del Norte County,2020-06-22,26,26,0,0,0
El Dorado County,2020-06-22,46,30,0,0,0
Fresno County,2020-06-22,305,250,28,28,0
Glenn County,2020-06-22,1,1,0,0,0
Humboldt County,2020-06-22,74,51,15,7,0
Imperial County,2020-06-22,126,110,37,10,0
Inyo County,2020-06-22,10,1,0,0,0
Kern County,2020-06-22,25,25,15,15,0
Kings County,2020-06-22,43,43,0,0,0
Lake County,2020-06-22,15,8,0,0,0
Lassen County,2020-06-22,4,4,0,0,0
Los Angeles County,2020-06-22,4320,3492,651,651,0
Madera County ,2020-06-22,17,17,0,0,0
Marin County ,2020-06-22,198,117,44,7,0
Mariposa County,2020-06-22,44,6,0,0,0
Mendocino County,2020-06-22,171,132,0,0,0
Merced County,2020-06-22,112,74,0,0,0
Modoc County,2020-06-22,2,1,0,0,0
Mono County,2020-06-22,5,0,0,0,0
Monterey County,2020-06-22,142,98,108,15,8
Napa County ,2020-06-22,75,47,18,12,0
Nevada County ,2020-06-22,70,10,0,0,0
Orange County,2020-06-22,666,517,78,78,0
Placer County,2020-06-22,73,46,12,12,0
Plumas County,2020-06-22,5,5,0,0,0
Riverside County,2020-06-22,374,374,15,15,0
Sacramento County,2020-06-22,525,465,63,63,0
San Benito County,2020-06-22,97,83,3,3,0
San Bernardino County,2020-06-22,50,37,20,0,20
San Diego County,2020-06-22,1617,224,44,44,0
San Francisco,2020-06-22,2412,1499,91,91,0
San Joaquin County,2020-06-22,76,66,8,8,0
San Luis Obispo County,2020-06-22,155,0,14,14,0
San Mateo County,2020-06-22,166,166,0,0,0
Santa Barbara County,2020-06-22,125,113,0,0,0
Santa Clara County,2020-06-22,674,456,105,105,0
Santa Cruz County,2020-06-22,149,126,35,0,5
Shasta County,2020-06-22,35,27,0,0,0
Sierra County,2020-06-22,0,0,0,0,0
Siskiyou County,2020-06-22,0,0,6,6,0
Solano County,2020-06-22,222,143,0,0,0
Sonoma County,2020-06-22,157,52,0,0,0
Stanislaus County,2020-06-22,126,91,0,0,0
Sutter County,2020-06-22,21,21,5,5,0
Tehama County,2020-06-22,0,0,5,5,0
Trinity County,2020-06-22,10,0,0,0,0
Tulare County,2020-06-22,113,74,0,0,0
Tuolumne County,2020-06-22,50,34,0,0,0
Ventura County,2020-06-22,388,280,0,0,0
Yolo County,2020-06-22,227,153,0,0,0
Yuba County,2020-06-22,23,11,5,5,0
Wilton Rancheria Tribe,2020-06-22,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-22,0,0,5,5,0
Alameda County,2020-06-23,652,448,91,91,0
Alpine County,2020-06-23,0,0,0,0,0
Amador County,2020-06-23,0,0,0,0,0
Butte County,2020-06-23,127,127,0,0,0
Calaveras County,2020-06-23,73,30,0,0,0
Colusa County,2020-06-23,0,0,0,0,0
Contra Costa County,2020-06-23,566,444,0,0,0
Del Norte County,2020-06-23,26,26,0,0,0
El Dorado County,2020-06-23,46,37,0,0,0
Fresno County,2020-06-23,305,250,28,28,0
Glenn County,2020-06-23,1,1,0,0,0
Humboldt County,2020-06-23,74,51,15,7,0
Imperial County,2020-06-23,126,114,37,10,0
Inyo County,2020-06-23,10,1,0,0,0
Kern County,2020-06-23,25,25,15,15,0
Kings County,2020-06-23,43,43,0,0,0
Lake County,2020-06-23,15,8,0,0,0
Lassen County,2020-06-23,7,7,0,0,0
Los Angeles County,2020-06-23,4320,3480,651,651,0
Madera County ,2020-06-23,17,17,0,0,0
Marin County ,2020-06-23,198,117,44,7,0
Mariposa County,2020-06-23,44,7,0,0,0
Mendocino County,2020-06-23,171,132,0,0,0
Merced County,2020-06-23,112,74,0,0,0
Modoc County,2020-06-23,2,1,0,0,0
Mono County,2020-06-23,5,0,0,0,0
Monterey County,2020-06-23,116,112,108,15,8
Napa County ,2020-06-23,75,47,18,12,0
Nevada County ,2020-06-23,70,10,0,0,0
Orange County,2020-06-23,666,504,78,78,0
Placer County,2020-06-23,73,46,12,12,0
Plumas County,2020-06-23,5,5,0,0,0
Riverside County,2020-06-23,373,373,15,15,0
Sacramento County,2020-06-23,525,465,63,63,0
San Benito County,2020-06-23,97,78,3,3,0
San Bernardino County,2020-06-23,50,37,20,0,20
San Diego County,2020-06-23,1606,223,44,44,0
San Francisco,2020-06-23,2412,1509,91,91,0
San Joaquin County,2020-06-23,76,66,8,8,0
San Luis Obispo County,2020-06-23,155,0,14,14,0
San Mateo County,2020-06-23,164,164,0,0,0
Santa Barbara County,2020-06-23,127,115,0,0,0
Santa Clara County,2020-06-23,674,456,105,105,0
Santa Cruz County,2020-06-23,149,129,35,0,5
Shasta County,2020-06-23,35,27,0,0,0
Sierra County,2020-06-23,0,0,0,0,0
Siskiyou County,2020-06-23,0,0,6,6,0
Solano County,2020-06-23,208,143,0,0,0
Sonoma County,2020-06-23,157,52,0,0,0
Stanislaus County,2020-06-23,126,91,0,0,0
Sutter County,2020-06-23,21,21,5,5,0
Tehama County,2020-06-23,0,0,5,5,0
Trinity County,2020-06-23,10,0,0,0,0
Tulare County,2020-06-23,113,73,0,0,0
Tuolumne County,2020-06-23,50,34,0,0,0
Ventura County,2020-06-23,388,280,0,0,0
Yolo County,2020-06-23,227,142,0,0,0
Yuba County,2020-06-23,23,11,5,5,0
Wilton Rancheria Tribe,2020-06-23,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-23,0,0,5,5,0
Alameda County,2020-06-24,652,453,91,91,0
Alpine County,2020-06-24,0,0,0,0,0
Amador County,2020-06-24,0,0,0,0,0
Butte County,2020-06-24,128,128,0,0,0
Calaveras County,2020-06-24,73,30,0,0,0
Colusa County,2020-06-24,0,0,0,0,0
Contra Costa County,2020-06-24,566,447,0,0,0
Del Norte County,2020-06-24,26,26,0,0,0
El Dorado County,2020-06-24,46,40,0,0,0
Fresno County,2020-06-24,305,250,28,28,0
Glenn County,2020-06-24,1,1,0,0,0
Humboldt County,2020-06-24,74,51,15,7,0
Imperial County,2020-06-24,126,114,37,10,0
Inyo County,2020-06-24,10,1,0,0,0
Kern County,2020-06-24,25,25,15,15,0
Kings County,2020-06-24,43,43,0,0,0
Lake County,2020-06-24,15,8,0,0,0
Lassen County,2020-06-24,7,7,0,0,0
Los Angeles County,2020-06-24,4320,3486,651,651,0
Madera County ,2020-06-24,17,17,0,0,0
Marin County ,2020-06-24,198,117,44,7,0
Mariposa County,2020-06-24,44,7,0,0,0
Mendocino County,2020-06-24,171,132,0,0,0
Merced County,2020-06-24,112,74,0,0,0
Modoc County,2020-06-24,2,1,0,0,0
Mono County,2020-06-24,5,0,0,0,0
Monterey County,2020-06-24,116,112,108,15,8
Napa County ,2020-06-24,75,46,18,12,0
Nevada County ,2020-06-24,70,10,0,0,0
Orange County,2020-06-24,666,502,78,78,0
Placer County,2020-06-24,73,45,12,12,0
Plumas County,2020-06-24,5,5,0,0,0
Riverside County,2020-06-24,373,373,15,15,0
Sacramento County,2020-06-24,525,482,63,63,0
San Benito County,2020-06-24,97,76,3,3,0
San Bernardino County,2020-06-24,50,37,20,0,20
San Diego County,2020-06-24,1606,218,44,44,0
San Francisco,2020-06-24,2412,1569,91,91,0
San Joaquin County,2020-06-24,76,66,8,8,0
San Luis Obispo County,2020-06-24,155,0,14,14,0
San Mateo County,2020-06-24,163,163,0,0,0
Santa Barbara County,2020-06-24,129,117,0,0,0
Santa Clara County,2020-06-24,674,456,105,105,0
Santa Cruz County,2020-06-24,149,133,35,0,5
Shasta County,2020-06-24,35,27,0,0,0
Sierra County,2020-06-24,0,0,0,0,0
Siskiyou County,2020-06-24,0,0,6,6,0
Solano County,2020-06-24,209,145,0,0,0
Sonoma County,2020-06-24,157,52,0,0,0
Stanislaus County,2020-06-24,134,99,0,0,0
Sutter County,2020-06-24,21,21,5,5,0
Tehama County,2020-06-24,0,0,5,5,0
Trinity County,2020-06-24,10,0,0,0,0
Tulare County,2020-06-24,113,73,0,0,0
Tuolumne County,2020-06-24,50,34,0,0,0
Ventura County,2020-06-24,388,296,0,0,0
Yolo County,2020-06-24,207,137,0,0,0
Yuba County,2020-06-24,23,11,5,5,0
Wilton Rancheria Tribe,2020-06-24,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-24,0,0,5,5,0
Alameda County,2020-06-25,652,456,91,91,0
Alpine County,2020-06-25,0,0,0,0,0
Amador County,2020-06-25,0,0,0,0,0
Butte County,2020-06-25,127,127,0,0,0
Calaveras County,2020-06-25,73,30,0,0,0
Colusa County,2020-06-25,0,0,0,0,0
Contra Costa County,2020-06-25,566,448,0,0,0
Del Norte County,2020-06-25,27,27,0,0,0
El Dorado County,2020-06-25,46,40,0,0,0
Fresno County,2020-06-25,305,250,28,28,0
Glenn County,2020-06-25,1,1,0,0,0
Humboldt County,2020-06-25,74,52,15,7,0
Imperial County,2020-06-25,126,118,37,10,0
Inyo County,2020-06-25,10,1,0,0,0
Kern County,2020-06-25,25,25,15,15,0
Kings County,2020-06-25,43,43,0,0,0
Lake County,2020-06-25,15,8,0,0,0
Lassen County,2020-06-25,7,7,0,0,0
Los Angeles County,2020-06-25,4320,3493,651,651,0
Madera County ,2020-06-25,17,17,0,0,0
Marin County ,2020-06-25,200,127,44,7,0
Mariposa County,2020-06-25,44,7,0,0,0
Mendocino County,2020-06-25,167,127,0,0,0
Merced County,2020-06-25,112,74,0,0,0
Modoc County,2020-06-25,2,1,0,0,0
Mono County,2020-06-25,5,0,0,0,0
Monterey County,2020-06-25,116,111,108,15,8
Napa County ,2020-06-25,75,46,18,12,0
Nevada County ,2020-06-25,70,10,0,0,0
Orange County,2020-06-25,666,504,78,78,0
Placer County,2020-06-25,73,45,12,12,0
Plumas County,2020-06-25,5,5,0,0,0
Riverside County,2020-06-25,370,370,15,15,0
Sacramento County,2020-06-25,525,482,63,63,0
San Benito County,2020-06-25,97,81,3,3,0
San Bernardino County,2020-06-25,50,37,20,0,20
San Diego County,2020-06-25,1606,219,44,44,0
San Francisco,2020-06-25,2412,1587,91,91,0
San Joaquin County,2020-06-25,76,66,8,8,0
San Luis Obispo County,2020-06-25,155,0,14,14,0
San Mateo County,2020-06-25,163,163,0,0,0
Santa Barbara County,2020-06-25,126,113,0,0,0
Santa Clara County,2020-06-25,674,456,105,105,0
Santa Cruz County,2020-06-25,149,134,35,0,5
Shasta County,2020-06-25,35,27,0,0,0
Sierra County,2020-06-25,0,0,0,0,0
Siskiyou County,2020-06-25,0,0,6,6,0
Solano County,2020-06-25,209,145,0,0,0
Sonoma County,2020-06-25,157,52,0,0,0
Stanislaus County,2020-06-25,134,96,0,0,0
Sutter County,2020-06-25,21,21,5,5,0
Tehama County,2020-06-25,0,0,5,5,0
Trinity County,2020-06-25,10,0,0,0,0
Tulare County,2020-06-25,113,73,0,0,0
Tuolumne County,2020-06-25,50,34,0,0,0
Ventura County,2020-06-25,388,268,0,0,0
Yolo County,2020-06-25,207,137,0,0,0
Yuba County,2020-06-25,23,11,5,5,0
Wilton Rancheria Tribe,2020-06-25,0,0,10,10,0
Bishop Paiute Tribal Council,2020-06-25,0,0,5,5,0
Alameda County,2020-06-26,652,460,91,91,0
Alpine County,2020-06-26,0,0,0,0,0
Amador County,2020-06-26,0,0,0,0,0
Butte County,2020-06-26,127,127,0,0,0
Calaveras County,2020-06-26,30,26,0,0,0
Colusa County,2020-06-26,0,0,0,0,0
Contra Costa County,2020-06-26,566,449,0,0,0
Del Norte County,2020-06-26,27,27,0,0,0
El Dorado County,2020-06-26,46,40,0,0,0
Fresno County,2020-06-26,305,250,28,28,0
Glenn County,2020-06-26,1,1,0,0,0
Humboldt County,2020-06-26,74,55,15,7,0
Imperial County,2020-06-26,126,119,37,10,0
Inyo County,2020-06-26,10,1,0,0,0
Kern County,2020-06-26,22,22,15,15,0
Kings County,2020-06-26,43,42,0,0,0
Lake County,2020-06-26,15,8,0,0,0
Lassen County,2020-06-26,7,7,0,0,0
Los Angeles County,2020-06-26,4320,3489,651,651,0
Madera County ,2020-06-26,17,17,0,0,0
Marin County ,2020-06-26,200,127,44,7,0
Mariposa County,2020-06-26,44,7,0,0,0
Mendocino County,2020-06-26,167,127,0,0,0
Merced County,2020-06-26,112,74,0,0,0
Modoc County,2020-06-26,2,1,0,0,0
Mono County,2020-06-26,5,0,0,0,0
Monterey County,2020-06-26,112,107,108,15,8
Napa County ,2020-06-26,75,38,18,12,0
Nevada County ,2020-06-26,70,10,0,0,0
Orange County,2020-06-26,666,507,78,78,0
Placer County,2020-06-26,73,45,12,12,0
Plumas County,2020-06-26,5,5,0,0,0
Riverside County,2020-06-26,369,369,15,15,0
Sacramento County,2020-06-26,525,501,63,63,0
San Benito County,2020-06-26,97,75,3,3,0
San Bernardino County,2020-06-26,50,37,20,0,20
San Diego County,2020-06-26,1606,224,44,44,0
San Francisco,2020-06-26,2412,1692,91,91,0
San Joaquin County,2020-06-26,76,66,8,8,0
San Luis Obispo County,2020-06-26,155,0,14,14,0
San Mateo County,2020-06-26,163,163,0,0,0
Santa Barbara County,2020-06-26,128,115,0,0,0
